48	BC Chifor, I Bica, VV Patriciu, F Pop	A security authorization scheme for smart home Internet of Things devices	2018	Elsevier
49	A Farahzadi, P Shams, J Rezazadeh…	Middleware technologies for cloud of things: a survey	2018	Elsevier
50	M Ammar, G Russello, B Crispo	Internet of Things: A survey on the security of IoT frameworks	2018	Elsevier
51	HS Kang, SD Noh, JY Son, H Kim…	The FaaS system using additive manufacturing for personalized production	2018	emeraldinsight.com
52	P Brous, M Janssen, P Herder	Internet of Things adoption for reconfiguring decision-making processes in asset management	2018	emeraldinsight.com
53	AA Zaharov, OV Nissenbaum…	Use of Open-Source Internet of Things Platform in Education Projects	2018	ieeexplore.ieee.org
54	S Uday, C Jyotsna, J Amudha	Detection of Stress using Wearable Sensors in IoT Platform	2018	ieeexplore.ieee.org
55	N Sahni, J Bose, K Das	Web APIs for Internet of Things	2018	ieeexplore.ieee.org
56	AH bin Alaudin, MMM Zan, AR Mahmud…	Real-Time Residential Energy Monitoring Device using Internet of Things	2018	ieeexplore.ieee.org
57	S Gutiérrez, E Barrientos, J Alvarez…	An Integrated Architecture for Monitoring and Control the Temperature of Different Platforms Based on Internet of Things	2018	ieeexplore.ieee.org
58	E Al-Masri	Integrating Hardware Prototyping Platforms into the Classroom	2018	ieeexplore.ieee.org
59	MA Akbar, MM Rashid…	Technology Based Learning System in Internet of Things (IoT) Education	2018	ieeexplore.ieee.org
60	C Pham, M Diop	WAZIUP, an Open and Versatile Long-range IoT Framework to Fully Take Advantage of the Cloudification of the IoT	2018	ieeexplore.ieee.org
61	M Subhedar, V Jadhav, S Tekade…	A Real Time Healthcare Monitoring System Based on Open Source IoT and ANFIS	2018	ieeexplore.ieee.org
62	C Um, J Lee, J Jeong	Industrial Device Monitoring and Control System based on oneM2M for Edge Computing	2018	ieeexplore.ieee.org
63	RK Kodali, S Yadavilli	Mongoose RTOS based IoT Implementation of Surveillance System	2018	ieeexplore.ieee.org
64	Y Bandung	Design of Secure IoT Platform for Smart Home System	2018	ieeexplore.ieee.org
65	AÓ LÓpez-Vargas, M Fuentes…	On the application of IoT for real-time monitoring of small stand-alone PV systems: Results from a new smart datalogger	2018	ieeexplore.ieee.org
66	D Kim, S Park, S Lee, B Roh	IoT Platform Based Smart Parking Navigation System with Shortest Route and Anti-Collision	2018	ieeexplore.ieee.org
67	SMS Zabir, P Yoosook, C Khamsaeng…	DHEA: A dynamic hierarchical edge architecture for a participatory approach toward IoT evolution	2018	ieeexplore.ieee.org
68	A Saokaew, O Chieochan…	A smart photovoltaic system with Internet of Thing: A case study of the smart agricultural greenhouse	2018	ieeexplore.ieee.org
69	C Keshava, CK Srinivasan	Survey on Optimization in IoT	2018	ieeexplore.ieee.org
70	SR Enigella, H Shahnasser	Real Time Air Quality Monitoring	2018	ieeexplore.ieee.org
71	S Forsstrom, U Jennehag, P Österberg…	Surveying and Identifying the Communication Platforms of the Internet of Things	2018	ieeexplore.ieee.org
72	MR Ma'arif, A Priyanto, CB Setiawan…	The Design of Cost Efficient Health Monitoring System based on Internet of Things and Big Data	2018	ieeexplore.ieee.org
73	KS Murthy, P Herur, BR Adithya…	IoT-Based Light Intensity Controller	2018	ieeexplore.ieee.org
74	MY Thu, W Htun, YL Aung, PEE Shwe…	Smart Air Quality Monitoring System with LoRaWAN	2018	ieeexplore.ieee.org
75	C Um, J Lee, J Jeong	Virtualized oneM2M System Architecture in Smart Factory Environments	2018	ieeexplore.ieee.org
76	RG Baldovino, IC Valenzuela…	Implementation of a Low-power Wireless Sensor Network for Smart Farm Applications	2018	ieeexplore.ieee.org
77	M Ghosal, A Bobade, P Verma	Digitized City with IoT	2018	ieeexplore.ieee.org
78	Y Yamato, T Demizu, H Noguchi…	Proposal of Automatic GPU Offloading Technology on Open IoT Environment	2018	ieeexplore.ieee.org
79	AC Onal, OB Sezer, M Ozbayoglu…	MIS-IoT: Modular Intelligent Server Based Internet of Things Framework with Big Data and Machine Learning	2018	ieeexplore.ieee.org
80	A Kazmi, E Tragos, M Serrano	Underpinning IoT for Road Traffic Noise Management in Smart Cities	2018	ieeexplore.ieee.org
81	S Meiling, D Purnomo, JA Shiraishi…	MONICA in Hamburg: Towards Large-Scale IoT Deployments in a Smart City	2018	ieeexplore.ieee.org
82	H Silva, F Barbalho, A Neto	Cross-layer Multiuser Session Control for Improved SDN Cloud Communications	2018	ieeexplore.ieee.org
83	E Ariawan, AS Makalew	Smart Micro Farm: Sustainable Algae Spirulina Growth Monitoring System	2018	ieeexplore.ieee.org
84	SS Chaudhari, VY Bhole	Solid Waste Collection as a Service using IoT-Solution for Smart Cities	2018	ieeexplore.ieee.org
85	RKM Math, NV Dharwadkar	IoT Based Low-cost Weather Station and Monitoring System for Precision Agriculture in India	2018	ieeexplore.ieee.org
86	O Rudrawar, S Daga, JR Chadha…	Smart street lighting system with light intensity control using power electronics	2018	ieeexplore.ieee.org
87	O Elijah, TA Rahman, HC Yeen…	Application of UAV and Low Power Wide Area Communication Technology for Monitoring of River Water Quality	2018	ieeexplore.ieee.org
88	HM Nguyen, J Byun, K Kwon, J Han…	Oliot-OpenCity: Open Standard Interoperable Smart City Platform	2018	ieeexplore.ieee.org
89	BK Barman, SN Yadav, S Kumar…	IOT Based Smart Energy Meter for Efficient Energy Utilization in Smart Grid	2018	ieeexplore.ieee.org
90	C Badii, EG Belay, P Bellini, M Marazzini…	Snap4City: A Scalable IOT/IOE Platform for Developing Smart City Applications	2018	ieeexplore.ieee.org
91	SM Fati, A Muneer, D Mungur…	Integrated Health Monitoring System using GSM and IoT	2018	ieeexplore.ieee.org
92	RK Kodali, S Sahu	IoT based Safety System for Coal Mines	2018	ieeexplore.ieee.org
93	RK Kodali, A Valdas	MQTT Implementation of IoT based Fire Alarm Network	2018	ieeexplore.ieee.org
94	S Dyaneshwar, K Monica, G Jaiyashri…	Cloud Assisted Recovery Scheme for Compressively Sensed Medical Sensor Data	2018	ieeexplore.ieee.org
95	M Santiputri, M Tio	IoT-based Gas Leak Detection Device	2018	ieeexplore.ieee.org
96	V Tanyingyong, R Olsson, M Hidell…	Implementation and Deployment of an Outdoor IoT-Based Air Quality Monitoring Testbed	2018	ieeexplore.ieee.org
97	H Noguchi, T Demizu, M Kataoka, Y Yamato	Distributed Search Architecture for Object Tracking in the Internet of Things	2018	ieeexplore.ieee.org
98	SD Nagowah, HB Sta…	An Overview of Semantic Interoperability Ontologies and Frameworks for IoT	2018	ieeexplore.ieee.org
99	AC Pratama, R Sarno	Android Application for Controlling Air Conditioner Using Fuzzy Logic	2018	ieeexplore.ieee.org
100	NI Jaya, MF Hossain	A Prototype Air Flow Control System for Home Automation Using MQTT Over Websocket in AWS IoT Core	2018	ieeexplore.ieee.org
101	K Narang, J Bapat	Hardware Agnostic Universal Shareable IoT Platform	2018	ieeexplore.ieee.org
102	P Gallo, UQ Nguyen, G Barone…	DeCyMo: Decentralized Cyber-Physical System for Monitoring and Controlling Industries and Homes	2018	ieeexplore.ieee.org
103	SL Kumar, M Swathy, M Vidya, K Poojaa…	Wireless Bio signal Acquisition Electrode module for EMG	2018	ieeexplore.ieee.org
104	D Awasthi, S Azeemuddin, S Purini…	Flow Sensor IoT Node for Wi-Fi Equipped Apartments and Gated Communities	2018	ieeexplore.ieee.org
105	B Péceli, G Singler, Z Theisz, C Hegedűs…	Integrated Infrastructure for Electro Mobility Powered by the Arrowhead Framework	2018	ieeexplore.ieee.org
106	J Hu, K Yang, ST Marin, H Sharif	Guest Editorial Special Issue on Internet-of-Things for Smart Cities	2018	ieeexplore.ieee.org
107	G Kalra, HM Nguyen, W Yoon, D Lee…	Location Digest: A placeness service to discover community experience using social media	2018	ieeexplore.ieee.org
108	Y Uehara, S Ohtake, T Fukura	A mash temperature monitoring system for sake brewing	2018	ieeexplore.ieee.org
109	R Narayanamoorthi, AV Juliet	IoT-Enabled Home Cage With Three-Dimensional Resonant Wireless Power and Data Transfer Scheme for Freely Moving Animal	2018	ieeexplore.ieee.org
110	V Fernoaga, GA Stelea, D Robu…	Communication Solutions for Power Measurement in the Cloud	2018	ieeexplore.ieee.org
111	D Casado-Mansilla, I Moschos…	A human-centric & context-aware IoT framework for enhancing energy efficiency in buildings of public use	2018	ieeexplore.ieee.org
112	CS Choi, JD Jeong, IW Lee…	LoRa based renewable energy monitoring system with open IoT platform	2018	ieeexplore.ieee.org
113	JH Jeon, KH Kim, JH Kim	Block chain based data security enhanced IoT server platform	2018	ieeexplore.ieee.org
114	A Mavromatis, AP Da Silva, K Kondepu…	A Software Defined Device Provisioning Framework Facilitating Scalability in Internet of Things	2018	ieeexplore.ieee.org
115	P Sotres, CL de la Torre, L Sánchez…	Smart City Services Over a Global Interoperable Internet-of-Things System: The Smart Parking Case	2018	ieeexplore.ieee.org
116	A Karpenko, T Kinnunen, K Främling…	Open IoT Ecosystem for Smart EV Charging	2018	ieeexplore.ieee.org
117	M Saravanan, AM Marks	MEDIBOX—IoT enabled patient assisting device	2018	ieeexplore.ieee.org
118	SS Saha, S Rahman, MJ Rasna, TB Zahid…	Feature Extraction, Performance Analysis and System Design using the DU Mobility Dataset	2018	ieeexplore.ieee.org
119	M Uddin, S Mukherjee, H Chang…	SDN-based Multi-Protocol Edge Switching for IoT Service Automation	2018	ieeexplore.ieee.org
120	S Kianoush, M Raja, S Savazzi…	A cloud-IoT platform for passive radio sensing: Challenges and application case studies	2018	ieeexplore.ieee.org
121	Y Yamato, T Demizu, H Noguchi…	Automatic GPU offloading technology for open IoT environment	2018	ieeexplore.ieee.org
122	SS Saha, S Rahman, MJ Rasna…	DU-MD: An open-source human action dataset for ubiquitous wearable sensors	2018	ieeexplore.ieee.org
123	P Sundaravadivel, K Kesavan…	Smart-Log: A deep-learning based automated nutrition monitoring system in the IoT	2018	ieeexplore.ieee.org
124	J Rafferty, J Synnott, CD Nugent, A Ennis…	A Scalable, Research Oriented, Generic, Sensor Data Platform	2018	ieeexplore.ieee.org
125	MHY Moghaddam…	A fog-based internet of energy architecture for transactive energy management systems	2018	ieeexplore.ieee.org
126	F Cicirelli, A Guerrieri, G Spezzano…	Edge computing and social internet of things for large-scale smart environments development	2018	ieeexplore.ieee.org
127	F Montori, L Bedogni, L Bononi	A collaborative internet of things architecture for smart cities and environmental monitoring	2018	ieeexplore.ieee.org
128	Y Zhang, S Kasahara, Y Shen…	Smart contract-based access control for the internet of things	2018	ieeexplore.ieee.org
129	MAA da Cruz, JJPC Rodrigues…	A reference model for internet of things middleware	2018	ieeexplore.ieee.org
130	TCJ Jeaunita, V Sarasvathi, MS Harsha, BM Bhavani…	An automated greenhouse system using agricultural Internet of Things for better crop yield	2018	IET
131	B Sharma, D Koundal	Cattle health monitoring system using wireless sensor network: a survey from innovation perspective	2018	IET
132	K Menon, H Kärkkäinen, T Wuest…	Industrial internet platforms: A conceptual evaluation from a product lifecycle management perspective	2018	journals.sagepub.com
133	K Främling	Data Exchange Interoperability in IoT Ecosystem for Smart Parking and EV Charging	2018	mdpi.com
134	I Rodríguez-Rodríguez, A González Vidal…	Commissioning of the Controlled and Automatized Testing Facility for Human Behavior and Control (CASITA)	2018	mdpi.com
135	A Karpenko, T Kinnunen, M Madhikermi, J Robert…	Data Exchange Interoperability in IoT Ecosystem for Smart Parking and EV Charging	2018	mdpi.com
136	D Ibaseta, J Molleda, F Díez, JC Granda	Indoor Air Quality Monitoring Sensor for the Web of Things	2018	mdpi.com
137	B Chung, S Kim, J Lee	Dynamic Supply Chain Design and Operations Plan for Connected Smart Factories with Additive Manufacturing	2018	mdpi.com
138	J Blanco, A García, J Morenas	Design and Implementation of a Wireless Sensor and Actuator Network to Support the Intelligent Control of Efficient Energy Usage	2018	mdpi.com
139	V Marinakis, H Doukas	An advanced IoT-based system for intelligent energy management in buildings	2018	mdpi.com
140	GNLR Teja, S Sukumar, S Kompella, R Sudha…	Real-Time System Monitoring and Control of Automation Industry Using IoT-Based Cloud Platform	2018	Springer
141	H Cadavid, W Garzón, A Pérez, G López…	Towards a Smart Farming Platform: From IoT-Based Crop Sensing to Data Analytics	2018	Springer
142	Y Yamato, H Noguchi, M Kataoka, T Isoda…	Proposal of Parallel Processing Area Extraction and Data Transfer Number Reduction for Automatic GPU Offloading of IoT Applications	2018	Springer
143	YA Naik, MR Suma, P Madhumathy	Air Quality Monitoring System Through Mobile Sensing in Metropolitan City	2018	Springer
144	SPL Narayan, E Kavinkartik, E Prabhu	IoT Based Food Inventory Tracking System	2018	Springer
145	C Jinbo, C Xiangliang, F Han-Chi, A Lam	Agricultural product monitoring system supported by cloud computing	2018	Springer
146	ABL Neto, JPB Andrade, TCJ Loureiro…	Fuzzy Logic Applied to eHealth Supported by a Multi-Agent System	2018	Springer
147	AV Radogna, S Capone, GA Di Lauro, N Fiore…	A Novel Tele-Medicine System to Improve Therapy Monitoring in Chronic Respiratory Diseases	2018	Springer
148	N Ferry, A Solberg, H Song, S Lavirotte, JY Tigli…	ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems	2018	Springer
149	S Nastic, J Cubo, M Donato, S Dustdar…	SMART-FI: Exploiting Open IoT Data from Smart Cities in the Future Internet Society	2018	Springer
150	S Haller	Smart Cities and Regions: Die digitale Transformation in der Stadtentwicklung und E-Government	2018	Springer
151	LB Oliveira, FMQ Pereira, R Misoczki…	The computer for the 21st century: present security & privacy challenges	2018	Springer
152	I Andreev	Advanced open IoT platform for prevention and early detection of forest fires	2018	Springer
153	S Jo, J Han	Convergence P2P cloud computing	2018	Springer
154	HS Kim, ST Oh, JH Lim	Development of local area alert system against particulate matters and ultraviolet rays based on open IoT platform with P2P	2018	Springer
155	A Tiwari, S Sadistap, SK Mahajan	Development of Environment Monitoring System Using Internet of Things	2018	Springer
156	C Jinbo, Z Yu, A Lam	Research on Monitoring Platform of Agricultural Product Circulation Efficiency Supported by Cloud Computing	2018	Springer
157	P Plaza, E Sancristobal, G Carro, M Castro…	Wireless development boards to connect the world	2018	Springer
158	J Guth, U Breitenbücher, M Falkenthal, P Fremantle…	A detailed analysis of IoT platform architectures: concepts, similarities, and differences	2018	Springer
159	JM Ibrahim, A Karami, F Jafari	A Secure Smart Home using Internet-of-Things	2017	dl.acm.org
160	E Chindenga, MS Scott, C Gurajena	Semantics based service orchestration in IoT	2017	dl.acm.org
161	A Gyrard, M Serrano, P Patel	Building interoperable and cross-domain semantic web of things applications	2017	Elsevier
162	N Mogles, I Walker, AP Ramallo-González…	How smart do smart meters need to be?	2017	Elsevier
163	YN Malek, A Kharbouch, H El Khoukhi…	On the use of IoT and big data technologies for real-time monitoring and data processing	2017	Elsevier
164	D Meana-Llorián, CG García, BCP G-bustelo…	IoFClime: The fuzzy logic and the Internet of Things to control indoor temperature regarding the outdoor ambient conditions	2017	Elsevier
165	PP Jayaraman, X Yang, A Yavari…	Privacy preserving Internet of Things: From privacy techniques to a blueprint architecture and efficient implementation	2017	Elsevier
166	F Cicirelli, A Guerrieri, G Spezzano, A Vinci	An edge-based platform for dynamic smart city applications	2017	Elsevier
167	E Ahmed, I Yaqoob, IAT Hashem, I Khan, AIA Ahmed…	The role of big data analytics in Internet of Things	2017	Elsevier
168	JK Ahuluwalia, U Khanna	New technique for increasing security management using Internet of Things (IOT) application	2017	ieeexplore.ieee.org
169	B Broll, H Zare, A Ledeczi	Creating engaging science projects with netsblox	2017	ieeexplore.ieee.org
170	L Kim-Hung, SK Datta, C Bonnet…	An industrial IoT framework to simplify connection process using system-generated connector	2017	ieeexplore.ieee.org
171	GK Endo, I Oluwayomi, V Alexandra…	Technology for continuous long-term monitoring of pregnant women for safe childbirth	2017	ieeexplore.ieee.org
172	S Sonune, D Kalbande	IoT enabled API for secure transfer of medical data	2017	ieeexplore.ieee.org
173	RK Kodali, A Valdas	MQTT based environment monitoring in factories for employee safety	2017	ieeexplore.ieee.org
174	T Narendrakumar, AS Pillai	Smart connected campus	2017	ieeexplore.ieee.org
175	RK Kodali, S Sahu	MQTT based vehicle accident detection and alert system	2017	ieeexplore.ieee.org
176	HM Ahmed, BA Elsayed, G Ibrahim…	Solar still with two layouts integrated built-in condenser and real time monitoring system	2017	ieeexplore.ieee.org
177	V Eswara, G Srivastava…	RIOTNet: Reactive IoT Control Network	2017	ieeexplore.ieee.org
178	C Dupont, M Sheikhalishahi…	IoT, big data, and cloud platform for rural African needs	2017	ieeexplore.ieee.org
179	A Hefnawy, T Elhariri, C Cherifi, J Robert…	Combined use of lifecycle management and IoT in smart cities	2017	ieeexplore.ieee.org
180	P Pace, R Gravina, G Aloi, G Fortino…	IoT platforms interoperability for active and assisted living healthcare services support	2017	ieeexplore.ieee.org
181	R Bhattacharya, N Bandyopadhyay…	Real time Android app based respiration rate monitor	2017	ieeexplore.ieee.org
182	YH Hsu, FJ Lin	Preventing misuse of duplicate certificates in IoT/M2M systems	2017	ieeexplore.ieee.org
183	P Rajendhar, PP Kumar…	Zigbee based wireless system for remote supervision and control of a substation	2017	ieeexplore.ieee.org
184	A Staiano, F Inneguale	An RBF neural network-based system for home smart metering	2017	ieeexplore.ieee.org
185	H Han, H Kang, J Son	Intelligent operation monitoring IoT tag for factory legacy device	2017	ieeexplore.ieee.org
186	HJ Kim, JH Lee	Robot task sequencing for a flexible assembly system with 3D printers	2017	ieeexplore.ieee.org
187	R Kiruthika, A Umamakeswari	Low cost pollution control and air quality monitoring system using Raspberry Pi for Internet of Things	2017	ieeexplore.ieee.org
188	YC Pranaya, MN Himarish, MN Baig…	Cognitive architecture based smart grids for smart cities	2017	ieeexplore.ieee.org
189	MP Arakeri, BPV Kumar, S Barsaiya…	Computer vision based robotic weed control system for precision agriculture	2017	ieeexplore.ieee.org
190	DN Robu, VP Fernoaga, GA Stelea…	Tele-measurement with virtual instrumentation using web-services	2017	ieeexplore.ieee.org
191	HA Tran, QT Ngo, V Tong	A new fall detection system on android smartphone: Application to a SDN-based IoT system	2017	ieeexplore.ieee.org
192	S Sonune, D Kalbande, A Yeole…	Issues in IoT healthcare platforms: A critical study and review	2017	ieeexplore.ieee.org
193	CH Lu	Improving system extensibility via an IoT-interoperable platform for dynamic smart homes	2017	ieeexplore.ieee.org
194	KJ Madukwe, IJF Ezika…	Leveraging edge analysis for Internet of Things based healthcare solutions	2017	ieeexplore.ieee.org
195	T Lee, S Jeon, D Kang, LW Park…	Design and implementation of intelligent HVAC system based on IoT and Bigdata platform	2017	ieeexplore.ieee.org
196	SR Oh, YG Kim	Development of IoT security component for interoperability	2017	ieeexplore.ieee.org
197	H Lee, D Sin, E Park, I Hwang…	Open software platform for companion IoT devices	2017	ieeexplore.ieee.org
198	MS Uddin, JB Alam, S Banu	Real time patient monitoring system based on Internet of Things	2017	ieeexplore.ieee.org
199	O Chieochan, A Saokaew…	Internet of things (IOT) for smart solar energy: A case study of the smart farm at Maejo University	2017	ieeexplore.ieee.org
200	A González-Vidal…	Data driven modeling for energy consumption prediction in smart buildings	2017	ieeexplore.ieee.org
201	G Rocher, JY Tigli, S Lavirotte	Probabilistic Models Toward Controlling Smart-* Environments	2017	ieeexplore.ieee.org
202	J Prabaharan, A Swamy, A Sharma…	Wireless home automation and security system using MQTT protocol	2017	ieeexplore.ieee.org
203	C Pham, F Ferrero, M Diop, L Lizzi…	Low-cost antenna technology for LPWAN IoT in rural applications	2017	ieeexplore.ieee.org
204	I Hwang, YG Kim	Analysis of Security Standardization for the Internet of Things	2017	ieeexplore.ieee.org
205	M Bakhouya, Y NaitMalek…	Towards a context-driven platform using IoT and big data technologies for energy efficient buildings	2017	ieeexplore.ieee.org
206	B Das, PC Jain	Real-time water quality monitoring system using Internet of Things	2017	ieeexplore.ieee.org
207	A Berouine, F Lachhab, YN Malek…	A smart metering platform using big data and IoT technologies	2017	ieeexplore.ieee.org
208	M Weber, D Lučić, I Lovrek	Internet of Things context of the smart city	2017	ieeexplore.ieee.org
209	O Chieochan, A Saokaew…	IOT for smart farm: A case study of the Lingzhi mushroom farm at Maejo University	2017	ieeexplore.ieee.org
210	T Malche, P Maheshwary	Internet of things (IoT) for building smart home system	2017	ieeexplore.ieee.org
211	SR Oh, YG Kim	Security requirements analysis for the IoT	2017	ieeexplore.ieee.org
212	AH Ngu, M Gutierrez, V Metsis, S Nepal…	IoT middleware: A survey on issues and enabling technologies	2017	ieeexplore.ieee.org
213	B Hammi, R Khatoun, S Zeadally, A Fayad, L Khoukhi	IoT technologies for smart cities	2017	IET
214	S Jeon, I Jung	MinT: Middleware for cooperative interaction of things	2017	mdpi.com
215	R Paul, BP Joshi	Hand Gesture-Based Control of Electronic Appliances Using Internet of Things	2017	Springer
216	G Vossen, F Schönthaler, S Dillon	The Road Ahead: Living in a Digital World	2017	Springer
217	R Al-Dhubhani, R Mehmood, I Katib…	Location privacy in smart cities era	2017	Springer
218	X Liu, PS Nielsen	Air quality monitoring system and benchmarking	2017	Springer
219	D Andročec	Overcoming Service-Level Interoperability Challenges of the IoT	2017	Springer
220	M Fraefel, S Haller, A Gschwend	Big data in the public sector. Linking cities to sensors	2017	Springer
221	P Bonte, F Ongenae, F De Backere…	The MASSIF platform: a modular and semantic platform for the development of flexible IoT services	2017	Springer
222	PP Jayaraman, C Perera…	Analytics‐as‐a‐service in a multi‐cloud environment through semantically‐enabled hierarchical data processing	2017	Wiley Online Library
223	H Mano	EverySense: An end-to-end IoT market platform	2016	dl.acm.org
224	S Duttagupta, M Kumar, R Ranjan…	Performance prediction of iot application: An experimental analysis	2016	dl.acm.org
225	M Schleipen, SS Gilani, T Bischoff, J Pfrommer	Opc ua & industrie 4.0-enabling technology with high diversity and variability	2016	Elsevier
226	S Sicari, A Rizzardi, D Miorandi, C Cappiello…	Security policy enforcement for networked smart objects	2016	Elsevier
227	PP Ray	Internet of things cloud enabled MISSENARD index measurement for indoor occupants	2016	Elsevier
